SN2011cp19,07:52:32.61,+21:53:29.7,0.380,SLSN-IIn,0.05,· · ·,[55]
SN2011ep20,17:03:41.78,+32:45:52.6,0.280,SLSN-I,0.02,· · ·,[56]
SN2013dg21,13:18:41.38,07:04:43.1,0.265,SLSN-I,0.04,30.7 (fast),"[2, 23]"
SN2013hx22,01:35:32.83,57:57:50.6,0.130,SLSN-II,0.02,33.6 (fast),"[2, 57]"
SN2013hy23,02:42:32.82,01:21:30.1,0.663,SLSN-I,0.03,· · ·,[58]
SN2015bn24,11:33:41.57,+00:43:32.2,0.110,SLSN-I,0.02,· · ·,[59]
SN1000+0216†,10:00:05.87,+02:16:23.6,3.899,SLSN-I,0.02,· · ·,[60]
SN2213-1745†,22:13.39.97,17:45:24.5,2.046,SLSN-I,0.02,· · ·,[60]
SNLS07D2bv,10:00:06.62,+02:38:35.8,⇠ 1.5,SLSN-I,0.02,· · ·,[22]
